,Age,Occupation,Race,Sex,HoursPerWeek,EducationNum
683,23, Exec-managerial, Black, Male,40,10
684,18, Adm-clerical, White, Female,5,7
685,34, Exec-managerial, White, Female,40,9
686,66, ?, White, Male,4,4
687,45, Prof-specialty, White, Female,55,13
688,41, Exec-managerial, White, Male,35,14
689,26, Other-service, White, Male,30,9
690,54, Farming-fishing, White, Male,40,10
691,24, Machine-op-inspct, Black, Female,45,10
692,42, Prof-specialty, White, Male,50,10
693,20, Prof-specialty, White, Male,20,10
694,23, Tech-support, White, Female,20,13
695,25, ?, White, Male,45,12
696,35, Prof-specialty, White, Male,60,14
697,31, Tech-support, White, Male,40,14
698,30, Prof-specialty, White, Female,40,13
699,19, Sales, White, Female,20,9
700,36, Prof-specialty, White, Male,50,13
701,31, Sales, White, Female,40,13
702,21, Handlers-cleaners, White, Male,30,10
703,31, Craft-repair, White, Male,40,10
704,46, Prof-specialty, White, Female,65,16
705,44, Exec-managerial, White, Female,50,13
706,40, Other-service, Black, Male,40,8
707,45, Sales, Black, Male,40,10
708,60, Craft-repair, White, Male,35,9
709,18, Other-service, White, Male,25,7
710,28, Prof-specialty, White, Male,40,13
711,36, Adm-clerical, Black, Female,40,10
712,36, Prof-specialty, White, Male,40,13
713,40, Tech-support, White, Male,40,11
714,36, Adm-clerical, White, Female,35,13
715,31, Other-service, Black, Female,40,9
716,33, Machine-op-inspct, White, Male,40,9
717,19, Tech-support, White, Female,40,9
718,22, Sales, White, Female,15,10
719,34, Exec-managerial, White, Male,45,13
720,33, Other-service, White, Male,40,9
721,41, Craft-repair, White, Male,60,9
722,29, Prof-specialty, White, Male,40,13
723,50, Exec-managerial, White, Male,42,9
724,42, Exec-managerial, White, Male,45,13
725,43, Prof-specialty, White, Male,40,13
726,44, Sales, White, Female,40,9
727,20, Other-service, White, Female,20,10
728,31, Other-service, White, Male,40,9
729,65, Exec-managerial, White, Male,59,7
730,23, Other-service, White, Female,24,10
731,55, Adm-clerical, Asian-Pac-Islander, Female,40,10
732,26, Adm-clerical, White, Male,45,11
733,25, Other-service, White, Female,15,11
734,45, ?, Black, Female,40,10
735,35, Craft-repair, White, Male,40,10
736,36, Sales, Black, Female,36,10
737,43, Prof-specialty, White, Male,50,13
738,56, Other-service, Black, Female,20,9
739,42, Tech-support, White, Male,40,13
740,19, Other-service, White, Female,25,10
741,55, Transport-moving, White, Male,72,9
742,42, Exec-managerial, White, Female,50,14
743,26, Tech-support, White, Male,40,11
744,17, Handlers-cleaners, White, Male,20,8
745,42, Prof-specialty, White, Female,40,13
746,55, Transport-moving, White, Male,40,9
747,32, Adm-clerical, Black, Female,40,10
748,29, Craft-repair, Black, Male,40,7
749,46, Prof-specialty, White, Male,37,13
750,29, Exec-managerial, White, Male,40,13
751,22, Prof-specialty, White, Male,20,13
752,58, Craft-repair, White, Male,40,6
753,23, Transport-moving, White, Male,50,9
754,39, Handlers-cleaners, White, Male,40,9
755,27, Craft-repair, White, Male,38,11
756,54, Transport-moving, White, Male,40,9
757,33, Prof-specialty, White, Female,45,13
758,46, Adm-clerical, White, Female,40,9
759,37, Farming-fishing, Black, Male,40,9
760,36, Other-service, White, Female,18,9
761,59, Adm-clerical, White, Female,38,9
762,34, Protective-serv, White, Male,40,9
763,53, Exec-managerial, White, Male,70,16
764,51, Sales, White, Male,55,13
765,32, Other-service, White, Female,42,6
766,31, Other-service, White, Male,40,10
767,22, Sales, White, Female,30,10
768,47, Sales, White, Female,50,13
769,32, Machine-op-inspct, White, Male,40,9
770,26, Farming-fishing, White, Female,38,10
771,37, Farming-fishing, White, Male,32,3
772,31, Craft-repair, White, Male,55,9
773,37, Tech-support, White, Female,24,11
774,55, Sales, White, Male,38,9
775,23, Tech-support, White, Male,56,11
776,36, Adm-clerical, White, Female,40,10
777,34, Prof-specialty, White, Male,40,14
778,43, Sales, White, Male,50,13
779,54, Tech-support, White, Male,40,10
780,43, Craft-repair, White, Male,40,10
781,28, Machine-op-inspct, White, Female,42,11
782,40, Exec-managerial, White, Male,50,11
783,41, Exec-managerial, White, Male,60,10
784,40, Sales, Other, Female,55,13
785,42, Adm-clerical, Black, Female,38,10
786,61, Farming-fishing, White, Male,50,9
787,18, Machine-op-inspct, White, Male,30,8
788,59, ?, White, Male,16,9
789,21, ?, White, Female,40,9
790,48, Tech-support, White, Male,50,11
791,41, Tech-support, White, Male,40,13
792,18, ?, White, Male,33,10
793,23, Sales, White, Female,40,9
794,60, Transport-moving, White, Male,60,9
795,22, Other-service, Black, Male,20,10
796,61, Machine-op-inspct, White, Male,40,9
797,25, Machine-op-inspct, Black, Male,40,9
798,46, Tech-support, White, Male,35,14
799,43, Exec-managerial, White, Male,40,13
800,43, Craft-repair, White, Male,40,12
801,24, Other-service, Black, Male,30,9
802,68, Farming-fishing, White, Male,20,7
803,31, Adm-clerical, White, Female,38,9
804,17, Sales, White, Female,20,7
805,32, Craft-repair, White, Male,48,9
806,50, ?, White, Male,40,14
807,33, Prof-specialty, White, Male,47,13
808,64, Prof-specialty, White, Male,40,13
809,20, Transport-moving, White, Male,30,9
810,30, Other-service, White, Female,36,9
811,22, ?, Black, Male,40,10
812,43, Exec-managerial, White, Male,45,10
813,22, Adm-clerical, White, Male,40,10
814,17, Farming-fishing, White, Male,20,6
815,47, Other-service, White, Female,75,9
816,41, Prof-specialty, White, Female,60,11
817,56, Craft-repair, White, Male,50,10
818,64, Transport-moving, White, Male,45,9
819,47, Transport-moving, White, Male,50,9
820,48, Adm-clerical, White, Male,40,11
821,31, Prof-specialty, White, Female,46,14
822,29, Tech-support, White, Male,40,11
823,30, Adm-clerical, White, Female,40,9
824,32, Exec-managerial, White, Male,60,9
825,57, Transport-moving, White, Male,42,9
826,62, Other-service, White, Female,40,9
827,39, Machine-op-inspct, White, Female,24,9
828,43, Adm-clerical, White, Male,25,10
829,24, Sales, White, Male,40,13
830,42, ?, White, Male,15,7
831,53, Adm-clerical, White, Female,40,10
832,26, Handlers-cleaners, White, Male,40,10
833,73, Exec-managerial, White, Male,40,9
834,72, ?, White, Female,24,7
835,55, Machine-op-inspct, White, Male,40,9
836,25, Adm-clerical, White, Male,40,9
837,41, Prof-specialty, White, Female,50,13
838,24, Exec-managerial, White, Male,50,13
839,63, Farming-fishing, White, Male,6,9
840,17, Sales, White, Male,20,7
841,35, Craft-repair, White, Male,50,10
842,51, Prof-specialty, White, Male,40,10
843,62, Prof-specialty, White, Female,48,13
844,55, Craft-repair, White, Male,40,9
845,43, Prof-specialty, White, Male,40,10
846,40, Other-service, White, Female,50,9
847,37, Exec-managerial, White, Male,45,13
848,39, Craft-repair, White, Male,40,13
849,31, Craft-repair, White, Male,18,9
850,61, Prof-specialty, White, Female,40,14
851,26, Adm-clerical, White, Female,55,11
852,46, Sales, White, Male,50,9
853,26, Prof-specialty, White, Female,40,13
854,48, Prof-specialty, White, Male,50,16
855,34, Transport-moving, White, Male,40,9
856,34, Adm-clerical, White, Female,40,9
857,59, Other-service, White, Male,40,9
858,34, Prof-specialty, White, Female,40,13
859,49, Exec-managerial, White, Female,56,13
860,18, Adm-clerical, White, Female,20,7
861,43, Farming-fishing, White, Male,40,9
862,48, Exec-managerial, White, Male,50,7
863,28, Exec-managerial, White, Male,70,10
864,33, Machine-op-inspct, White, Male,40,9
865,24, Sales, White, Female,15,10
866,21, Handlers-cleaners, White, Male,40,6
867,17, Sales, White, Male,28,7
868,39, Farming-fishing, White, Male,50,10
869,29, Prof-specialty, White, Male,40,13
870,44, Exec-managerial, White, Male,40,13
871,24, Transport-moving, White, Male,50,10
872,71, Sales, White, Male,40,14
873,51, Sales, Asian-Pac-Islander, Male,40,13
874,55, Other-service, Black, Male,25,3
875,41, Exec-managerial, White, Male,60,13
876,23, Handlers-cleaners, Black, Female,7,9
877,38, Adm-clerical, White, Female,40,11
878,39, Transport-moving, White, Male,40,9
879,19, Adm-clerical, White, Female,30,9
880,49, Machine-op-inspct, White, Female,40,5
881,32, Adm-clerical, White, Male,40,13
882,27, Craft-repair, White, Male,70,9
883,38, Sales, White, Male,50,13
884,33, Craft-repair, White, Female,60,10
885,63, ?, White, Male,15,10
886,23, Exec-managerial, White, Male,28,13
887,33, Craft-repair, White, Male,60,10
888,54, Sales, Black, Male,40,9
889,29, Tech-support, White, Female,45,11
890,48, ?, Black, Female,30,10
891,35, Exec-managerial, White, Male,40,13
892,28, Adm-clerical, Asian-Pac-Islander, Female,40,11
893,37, Prof-specialty, White, Male,50,13
894,42, Farming-fishing, White, Male,65,15
895,40, Prof-specialty, White, Male,40,14
896,47, Sales, White, Male,55,10
897,22, Exec-managerial, White, Female,50,13
898,30, Exec-managerial, White, Male,45,13
899,28, Tech-support, White, Male,40,9
900,63, Other-service, White, Male,55,4
901,51, Craft-repair, White, Male,20,5
902,22, Handlers-cleaners, White, Female,40,9
903,27, ?, Amer-Indian-Eskimo, Male,40,12
904,35, Sales, White, Male,45,9
905,46, Machine-op-inspct, White, Female,38,9
906,37, Machine-op-inspct, White, Male,52,10
907,24, Prof-specialty, Black, Male,15,13
908,37, Handlers-cleaners, White, Male,10,9
909,53, Tech-support, White, Male,40,10
910,27, Sales, White, Male,30,9
911,38, Craft-repair, White, Male,44,10
912,53, Farming-fishing, White, Male,60,6
913,34, Craft-repair, White, Male,40,10
914,23, Sales, Black, Male,40,9
915,39, Exec-managerial, White, Male,45,13
916,43, Prof-specialty, Asian-Pac-Islander, Female,50,14
917,67, Exec-managerial, Asian-Pac-Islander, Male,40,9
918,81, Exec-managerial, White, Male,30,9
919,21, Other-service, White, Male,20,10
920,23, Sales, White, Male,25,10
921,25, Transport-moving, White, Male,40,10
922,42, Machine-op-inspct, White, Female,38,3
923,38, Adm-clerical, Black, Female,40,10
924,64, ?, White, Male,5,9
925,32, Machine-op-inspct, White, Male,40,9
926,37, Machine-op-inspct, White, Male,40,9
927,51, Exec-managerial, White, Male,60,14
928,22, Sales, White, Female,42,10
929,33, Priv-house-serv, White, Female,40,2
930,42, Machine-op-inspct, White, Male,55,9
931,19, ?, White, Female,10,10
932,51, Other-service, White, Male,40,1
933,23, Adm-clerical, White, Female,40,9
934,37, Machine-op-inspct, White, Male,44,7
935,37, Craft-repair, White, Male,99,9
936,47, Prof-specialty, White, Female,25,14
937,41, Prof-specialty, White, Male,40,15
938,33, Craft-repair, White, Male,30,9
939,31, Sales, White, Male,40,13
940,31, Other-service, Amer-Indian-Eskimo, Female,40,12
941,35, Machine-op-inspct, Black, Male,40,9
942,38, Exec-managerial, White, Male,40,9
943,18, Other-service, White, Female,45,9
944,20, Machine-op-inspct, White, Male,40,9
945,54, Exec-managerial, Black, Female,35,10
946,40, Adm-clerical, White, Female,40,10
947,36, Exec-managerial, White, Female,45,13
948,43, Craft-repair, White, Male,35,10
949,44, Farming-fishing, White, Male,40,10
950,44, Prof-specialty, White, Female,40,9
951,43, Exec-managerial, White, Male,43,14
952,51, Other-service, Black, Female,40,4
953,18, Other-service, White, Female,20,9
954,51, Exec-managerial, White, Male,40,10
955,41, Craft-repair, White, Male,30,6
956,44, Sales, White, Male,70,10
957,33, Transport-moving, White, Male,40,6
958,33, Exec-managerial, White, Male,40,13
959,42, Exec-managerial, White, Male,40,12
960,25, Prof-specialty, White, Male,45,10
961,32, Machine-op-inspct, White, Female,38,9
962,32, Craft-repair, White, Male,70,13
963,36, Exec-managerial, White, Female,40,6
964,28, Transport-moving, White, Male,40,9
965,20, Other-service, White, Female,20,9
966,35, Sales, White, Male,60,10
967,55, Craft-repair, White, Male,20,9
968,48, Exec-managerial, Asian-Pac-Islander, Male,40,13
969,36, ?, White, Female,20,11
970,34, Craft-repair, White, Male,35,9
971,28, Tech-support, White, Female,35,13
972,67, Exec-managerial, White, Male,40,13
973,37, Craft-repair, White, Male,40,9
974,44, Transport-moving, White, Male,70,9
975,25, Sales, White, Female,40,10
976,21, Exec-managerial, White, Female,40,10
977,40, Prof-specialty, White, Male,35,14
978,78, Other-service, Black, Female,40,9
979,34, Handlers-cleaners, White, Male,40,9
980,49, Adm-clerical, White, Female,44,9
981,22, Adm-clerical, White, Female,40,12
982,23, ?, Black, Female,40,9
983,60, Farming-fishing, White, Male,42,9
984,45, Protective-serv, White, Male,40,9
985,63, Other-service, White, Female,20,11
986,41, Craft-repair, Black, Female,35,9
987,47, Adm-clerical, White, Female,40,9
988,44, Craft-repair, White, Male,40,9
989,51, Prof-specialty, White, Female,40,10
990,46, Sales, White, Male,40,13
991,41, Machine-op-inspct, White, Male,40,11
992,50, Craft-repair, White, Male,30,9
993,47, Adm-clerical, White, Male,50,9
994,35, Exec-managerial, White, Male,45,9
995,56, Exec-managerial, White, Male,55,9
996,45, Prof-specialty, White, Male,45,14
997,48, Exec-managerial, White, Male,58,13
998,40, Machine-op-inspct, White, Male,40,10
999,39, Exec-managerial, White, Male,50,13
1000,20, Other-service, White, Male,40,10
1001,50, Prof-specialty, White, Male,65,16
1002,38, Prof-specialty, White, Female,40,9
1003,23, Prof-specialty, White, Female,60,13
1004,31, Other-service, White, Male,16,9
1005,58, Adm-clerical, White, Male,40,13
1006,66, Machine-op-inspct, Black, Male,40,9
1007,39, Exec-managerial, White, Male,40,9
1008,54, Craft-repair, White, Male,52,9
1009,26, Sales, White, Male,50,10
1010,51, Machine-op-inspct, White, Female,40,9
1011,34, Transport-moving, White, Male,40,11
1012,50, Machine-op-inspct, White, Male,40,9
1013,42, Prof-specialty, White, Male,44,10
1014,38, Prof-specialty, White, Male,25,14
1015,48, Handlers-cleaners, White, Male,40,4
1016,33, Tech-support, White, Female,40,11
1017,51, Other-service, White, Female,32,9
1018,22, Craft-repair, White, Male,40,9
1019,19, ?, White, Male,30,9
1020,41, Craft-repair, White, Male,50,10
1021,48, Prof-specialty, White, Male,35,14
1022,42, Sales, White, Female,30,9
1023,34, Other-service, White, Male,40,10
1024,23, Machine-op-inspct, Black, Female,40,9
1025,56, Other-service, White, Male,50,9
1026,30, Prof-specialty, Black, Male,45,13
1027,45, Exec-managerial, White, Male,55,9
1028,48, Adm-clerical, White, Female,40,6
1029,48, Sales, Asian-Pac-Islander, Male,50,14
1030,31, Adm-clerical, White, Female,40,11
1031,20, Other-service, White, Male,20,12
1032,27, Sales, White, Male,40,10
1033,32, Other-service, Black, Female,40,9
1034,76, ?, White, Male,2,4
1035,19, ?, White, Male,40,9
1036,66, Exec-managerial, White, Male,1,5
1037,37, Other-service, White, Male,75,9
1038,34, Priv-house-serv, Black, Female,30,9
1039,34, ?, White, Female,8,7
1040,90, Other-service, White, Female,40,9
1041,23, Machine-op-inspct, Black, Female,40,10
1042,43, Adm-clerical, White, Female,40,10
1043,44, Exec-managerial, White, Male,60,13
1044,24, Tech-support, White, Female,37,10
1045,28, Prof-specialty, White, Male,55,15
1046,64, ?, White, Female,20,12
1047,23, Other-service, White, Male,40,10
1048,20, Sales, White, Female,50,10
1049,36, Prof-specialty, White, Male,50,13
1050,61, Machine-op-inspct, White, Male,40,9
1051,53, Sales, White, Male,40,13
1052,30, Adm-clerical, White, Male,40,13
1053,52, Sales, White, Male,55,10
1054,38, Craft-repair, White, Male,40,10
1055,32, Sales, White, Male,40,13
1056,30, Transport-moving, White, Male,75,8
1057,41, Craft-repair, White, Female,40,11
1058,49, Prof-specialty, White, Male,40,14
1059,45, Craft-repair, White, Male,47,9
1060,43, Exec-managerial, White, Male,35,9
1061,61, Machine-op-inspct, White, Male,40,9
1062,54, Other-service, White, Male,32,9
1063,34, Other-service, White, Female,40,12
1064,49, Sales, White, Male,80,10
1065,38, Other-service, White, Male,40,10
1066,35, Prof-specialty, White, Male,80,15
1067,36, Transport-moving, White, Male,40,8
1068,30, Exec-managerial, White, Male,50,13
1069,36, Tech-support, White, Female,60,12
1070,22, Prof-specialty, White, Female,20,13
1071,38, Craft-repair, White, Male,40,9
1072,37, Craft-repair, White, Male,50,9
1073,48, Prof-specialty, White, Female,46,16
1074,17, Adm-clerical, White, Male,15,7
1075,19, Craft-repair, White, Male,20,10
1076,27, Sales, Black, Female,40,13
1077,22, Sales, Asian-Pac-Islander, Male,50,13
1078,49, Craft-repair, White, Male,40,9
1079,43, Prof-specialty, White, Female,40,11
1080,43, Prof-specialty, White, Female,40,13
1081,19, Exec-managerial, White, Female,35,9
1082,58, Farming-fishing, White, Male,60,9
1083,41, Protective-serv, White, Male,40,10
1084,31, Adm-clerical, White, Male,40,10
1085,30, Transport-moving, White, Male,40,11
1086,32, Protective-serv, White, Male,40,9
1087,29, Exec-managerial, White, Male,35,13
1088,42, Exec-managerial, White, Male,52,10
1089,38, Craft-repair, White, Male,28,9
1090,41, Prof-specialty, White, Male,40,12
1091,44, Sales, White, Male,50,13
1092,31, Prof-specialty, Asian-Pac-Islander, Male,60,16
1093,34, Craft-repair, White, Male,40,9
1094,21, Adm-clerical, White, Male,40,10
1095,22, Prof-specialty, Asian-Pac-Islander, Male,20,13
1096,62, Machine-op-inspct, White, Male,40,6
1097,19, ?, White, Female,40,9
1098,29, Sales, White, Female,25,9
1099,43, Prof-specialty, White, Female,40,10
1100,68, ?, White, Male,8,4
1101,45, Machine-op-inspct, White, Male,60,13
1102,39, Exec-managerial, White, Male,40,5
